Ingested		
SATURN.SSRRMAJ			
SATURN.SSRRPRG			
SATURN.SSRRSTS			
SATURN.SSRRTST			
SATURN.SSRSCCD			
SATURN.SSRSECA			
SATURN.SSRSPRT			
SATURN.SSRSRDF			
SATURN.SSRSRGN			
SATURN.SSRSYLN	SATURN.SSRSYLN	Eva	
SATURN.SSRSYLO			
SATURN.SSRSYRM			
SATURN.SSRSYTR			
SATURN.SSRTEXT			
SATURN.SSRXLST			
SATURN.SSTSCHW			
SATURN.STVACAT	SATURN.STVACAT	Ramki	
SATURN.STVACCG			
SATURN.STVACCL			
SATURN.STVACCT			
SATURN.STVACPR			
SATURN.STVACST			
SATURN.STVACTC			
SATURN.STVACTN			
SATURN.STVACTP			
SATURN.STVACYR	SATURN.STVACYR	Ramki	
SATURN.STVADDA			
SATURN.STVADMR	SATURN.STVADMR	Ramki	
SATURN.STVADMT	SATURN.STVADMT	Ramki	
SATURN.STVADVR	SATURN.STVADVR	Ramki	
SATURN.STVAFCT			
SATURN.STVAFDC			
SATURN.STVAPDC	SATURN.STVAPDC	Ramki	
SATURN.STVAPLS			
SATURN.STVAPRN			
SATURN.STVAPRV	SATURN.STVAPRV	Ramki	
SATURN.STVAPST	SATURN.STVAPST	Ramki	
SATURN.STVAREA			
SATURN.STVARTP			
SATURN.STVASCD			
SATURN.STVASRC			
SATURN.STVASTA			
SATURN.STVASTD	SATURN.STVASTD	Ramki	
SATURN.STVASTY	SATURN.STVASTY	Ramki	
SATURN.STVATRA			
SATURN.STVATRB			
SATURN.STVATRC			
SATURN.STVATRD			
SATURN.STVATRE			
SATURN.STVATTR	SATURN.STVATTR	Ramki	
SATURN.STVATTS	SATURN.STVATTS	Ramki	
SATURN.STVATYP	SATURN.STVATYP	Ramki	
SATURN.STVBCHR			
SATURN.STVBLCK			
SATURN.STVBLDG	SATURN.STVBLDG	Ramki	
SATURN.STVBSKL			
SATURN.STVCACT			
SATURN.STVCALD			
SATURN.STVCAMP	SATURN.STVCAMP	Ramki	
SATURN.STVCAPL			
SATURN.STVCAST	SATURN.STVCAST	Ramki	
SATURN.STVCCSL			
SATURN.STVCERT			
SATURN.STVCGRP			
SATURN.STVCHRT	SATURN.STVCHRT	Ramki	
SATURN.STVCIPC	SATURN.STVCIPC	Ramki	
SATURN.STVCITZ	SATURN.STVCITZ	Ramki	
SATURN.STVCKSR			
SATURN.STVCKST			
SATURN.STVCLAS	SATURN.STVCLAS	Ramki	
SATURN.STVCMTT			
SATURN.STVCNTR			
SATURN.STVCNTY	SATURN.STVCNTY	Ramki	
SATURN.STVCOLL	SATURN.STVCOLL	Ramki	
SATURN.STVCOMF			
SATURN.STVCOMS			
SATURN.STVCOMT	SATURN.STVCOMT	Ramki	
SATURN.STVCOPC			
SATURN.STVCPLN			
SATURN.STVCPRT			
SATURN.STVCREA			
SATURN.STVCRSS			
SATURN.STVCSTA	SATURN.STVCSTA	Ramki	
SATURN.STVCSTS			
SATURN.STVCTYP			
SATURN.STVCUDA			
SATURN.STVCUDB			
SATURN.STVCUDC			
SATURN.STVCUDD			
SATURN.STVCUDE			
SATURN.STVCUDF			
SATURN.STVDAYS			
SATURN.STVDAYT			
SATURN.STVDCPR			
SATURN.STVDEGC	SATURN.STVDEGC	Ramki	
SATURN.STVDEGS	SATURN.STVDEGS	Ramki	
SATURN.STVDEPS			
SATURN.STVDEPT	SATURN.STVDEPT	Ramki	
SATURN.STVDFLT			
SATURN.STVDISA			
SATURN.STVDIVS	SATURN.STVDIVS	Ramki	
SATURN.STVDLEV			
SATURN.STVDPLM			
SATURN.STVDPMR			
SATURN.STVDRES			
SATURN.STVDSTS			
SATURN.STVEAPL			
SATURN.STVEDIS			
SATURN.STVEDLV	SATURN.STVEDLV	Ramki	
SATURN.STVEGOL	SATURN.STVEGOL	Ramki	
SATURN.STVEGRP			
SATURN.STVELIG			
SATURN.STVELMT			
SATURN.STVEMEX			
SATURN.STVEMPL			
SATURN.STVEMPT			
SATURN.STVEOPS			
SATURN.STVEPRT			
SATURN.STVEPSC			
SATURN.STVESEL			
SATURN.STVESTS	SATURN.STVESTS	Ramki	
SATURN.STVETCT	SATURN.STVETCT	Ramki	
SATURN.STVETHN	SATURN.STVETHN	Ramki	
SATURN.STVETME			
SATURN.STVETPU			
SATURN.STVETST			
SATURN.STVETTP			
SATURN.STVETYP			
SATURN.STVEVAL			
SATURN.STVEVEN			
SATURN.STVEXAM			
SATURN.STVFATT			
SATURN.STVFCNT	SATURN.STVFCNT	Ramki	
SATURN.STVFCST			
SATURN.STVFCTG			
SATURN.STVFFVA			
SATURN.STVFSTP			
SATURN.STVFTYP			
SATURN.STVGADR			
SATURN.STVGAIN			
SATURN.STVGAST			
SATURN.STVGATT			
SATURN.STVGCAT			
SATURN.STVGCHG	SATURN.STVGCHG	Ramki	
SATURN.STVGCMT	SATURN.STVGCMT	Ramki	
SATURN.STVGEOD			
SATURN.STVGEOR			
SATURN.STVGMOD	SATURN.STVGMOD	Ramki	
SATURN.STVGOAL			
SATURN.STVGPAT			
SATURN.STVGRST	SATURN.STVGRST	Ramki	
SATURN.STVGSTA			
SATURN.STVGTYP			
SATURN.STVHAPS			
SATURN.STVHLDD	SATURN.STVHLDD	Ramki	
SATURN.STVHLWK			
SATURN.STVHOND			
SATURN.STVHONR			
SATURN.STVINCM			
SATURN.STVINFC			
SATURN.STVINIT			
SATURN.STVINNM			
SATURN.STVINTS			
SATURN.STVINTV	SATURN.STVINTV	Ramki	
SATURN.STVLANG			
SATURN.STVLEAD			
SATURN.STVLEAV	SATURN.STVLEAV	Ramki	
SATURN.STVLEND			
SATURN.STVLEVL	SATURN.STVLEVL	Ramki	
SATURN.STVLGCY	SATURN.STVLGCY	Ramki	
SATURN.STVLMOD			
SATURN.STVMAJR	SATURN.STVMAJR	Ramki	
SATURN.STVMARS			
SATURN.STVMATL			
SATURN.STVMDEQ			
SATURN.STVMEAS			
SATURN.STVMECL			
SATURN.STVMEDI			
SATURN.STVMEET			
SATURN.STVMRCD			
SATURN.STVMRTL	SATURN.STVMRTL	Ramki	
SATURN.STVMSCD			
SATURN.STVNATN	SATURN.STVNATN	Ramki	
SATURN.STVNATT			
SATURN.STVNCRQ			
SATURN.STVNCST			
SATURN.STVNDRF			
SATURN.STVNEED			
SATURN.STVNIST			
SATURN.STVNTCG			
SATURN.STVNTIN			
SATURN.STVOCCS			
SATURN.STVORIG	SATURN.STVORIG	Ramki	
SATURN.STVORSN			
SATURN.STVPENT			
SATURN.STVPERS			
SATURN.STVPRAC			
SATURN.STVPRCD			
SATURN.STVPREL			
SATURN.STVPREV			
SATURN.STVPRGA			
SATURN.STVPRNT			
SATURN.STVPROC			
SATURN.STVPSCD			
SATURN.STVPTRM	SATURN.STVPTRM	Ramki	
SATURN.STVPTYP			
SATURN.STVPWAV			
SATURN.STVQPTP			
SATURN.STVRADM			
SATURN.STVRATE	SATURN.STVRATE	Ramki	
SATURN.STVRATP			
SATURN.STVRDEF			
SATURN.STVREAS			
SATURN.STVRECR	SATURN.STVRECR	Ramki	
SATURN.STVRELG			
SATURN.STVRELT	SATURN.STVRELT	Ramki	
SATURN.STVREPS	SATURN.STVREPS	Ramki	
SATURN.STVRESD	SATURN.STVRESD	Ramki	
SATURN.STVREST			
SATURN.STVRGRE	SATURN.STVRGRE	Ramki	
SATURN.STVRMST			
SATURN.STVROLE			
SATURN.STVROVR	SATURN.STVROVR	Ramki	
SATURN.STVRRCD			
SATURN.STVRSLT			
SATURN.STVRSTA			
SATURN.STVRSTS	SATURN.STVRSTS	Ramki	
SATURN.STVRTRM			
SATURN.STVRTYP	SATURN.STVRTYP	Ramki	
SATURN.STVSAAT			
SATURN.STVSAEL			
SATURN.STVSAPR	SATURN.STVSAPR	Ramki	
SATURN.STVSAQS			
SATURN.STVSARE			
SATURN.STVSARX			
SATURN.STVSATR			
SATURN.STVSATT			
SATURN.STVSBGI	SATURN.STVSBGI	Ramki	
SATURN.STVSBJC			
SATURN.STVSCCD			
SATURN.STVSCHD	SATURN.STVSCHD	Ramki	
SATURN.STVSCPC			
SATURN.STVSEPR			
SATURN.STVSESS	SATURN.STVSESS	Ramki	
SATURN.STVSFAE			
SATURN.STVSITE	SATURN.STVSITE	Ramki	
SATURN.STVSIZE			
SATURN.STVSOFF			
SATURN.STVSPON			
SATURN.STVSPRV			
SATURN.STVSPSR			
SATURN.STVSPST			
SATURN.STVSRGN			
SATURN.STVSSEP			
SATURN.STVSSER			
SATURN.STVSSGP			
SATURN.STVSSRS			
SATURN.STVSSST			
SATURN.STVSSTS	SATURN.STVSSTS	Ramki	
SATURN.STVSTAT	SATURN.STVSTAT	Ramki	
SATURN.STVSTSP			
SATURN.STVSTST	SATURN.STVSTST	Ramki	
SATURN.STVSTYP	SATURN.STVSTYP	Ramki	
SATURN.STVSUBJ	SATURN.STVSUBJ	Ramki	
SATURN.STVSUDA			
SATURN.STVSUDB			
SATURN.STVSUDC			
SATURN.STVSUDD			
SATURN.STVSUDE			
SATURN.STVSUDF			
SATURN.STVSUDG			
SATURN.STVSUDH			
SATURN.STVSUDI			
SATURN.STVSUDJ			
SATURN.STVTAAU			
SATURN.STVTADM			
SATURN.STVTAPE			
SATURN.STVTASK			
SATURN.STVTAST			
SATURN.STVTEAC			
SATURN.STVTEFR	SATURN.STVTEFR	Ramki	
SATURN.STVTEIN			
SATURN.STVTELE	SATURN.STVTELE	Ramki	
SATURN.STVTEPR	SATURN.STVTEPR	Ramki	
SATURN.STVTERM	SATURN.STVTERM	Ramki	
SATURN.STVTESC	SATURN.STVTESC	Ramki	
SATURN.STVTLVL			
SATURN.STVTMST	SATURN.STVTMST	Ramki	
SATURN.STVTOPS			
SATURN.STVTOST			
SATURN.STVTPFD			
SATURN.STVTPRT			
SATURN.STVTRAC			
SATURN.STVTRCN			
SATURN.STVTREQ			
SATURN.STVTRMT			
SATURN.STVTRNS			
SATURN.STVTSPT			
SATURN.STVTSRC			
SATURN.STVTYPE			
SATURN.STVVETC			
SATURN.STVVOED			
SATURN.STVVTAB			
SATURN.STVVTYP	SATURN.STVVTYP	Ramki	
SATURN.STVWACK			
SATURN.STVWAIV			
SATURN.STVWAPP			
SATURN.STVWDRL	SATURN.STVWDRL	Ramki	
SATURN.STVWKLD			
SATURN.STVWLTT			
SATURN.STVWPIC			
SATURN.STVWPYO			
SATURN.STVWRSN	SATURN.STVWRSN	Ramki	
SATURN.STVWSCF			
SATURN.STVWSCT			
SATURN.STVWSFD			
SATURN.STVWSPG			
SATURN.STVWSSO			
SATURN.STVWTHD			
SATURN.STVXLBL			
SATURN.SURVERS			
SATURN.TWGBWMNU_ADVSS			
SATURN.TWGBWMNU_ARS10B80			
SATURN.TWGBWMNU_B70H			
SATURN.TWGBWMNU_COM_CONVERT			
SATURN.TWGBWMNU_FAC10B80			
SATURN.TWGBWMNU_FAC_CONVERT			
SATURN.TWGBWMNU_STU_CONVERT			
SATURN.TWGRINFO_ADVSS			
SATURN.TWGRINFO_B70H			
SATURN.TWGRINFO_COM_CONVERT			
SATURN.TWGRINFO_FAC_CONVERT			
SATURN.TWGRINFO_STU_CONVERT			
SATURN.TWGRMENU_ADVSS			
SATURN.TWGRMENU_B70H			
SATURN.TWGRMENU_COM_CONVERT			
SATURN.TWGRMENU_FAC_CONVERT			
SATURN.TWGRMENU_STU_CONVERT			
SATURN.TWGRWMRL_ADVSS			
SATURN.TWGRWMRL_B70H			
SATURN.TWGRWMRL_COM_CONVERT			
SATURN.TWGRWMRL_COM_ROLES			
SATURN.TWGRWMRL_FAC_CONVERT			
SATURN.TWGRWMRL_FAC_ROLES			
SATURN.TWGRWMRL_STU_CONVERT			
SATURN.TWGRWMRL_STU_ROLES			
SP2-0267:			
TAISMGR.EXCEPTIONS			
TAISMGR.EXCEPTIONS_PRE_AR84_20161203			
TAISMGR.GJBJOBS_INSTALL			
TAISMGR.GJBPDEF_INSTALL			
TAISMGR.GJBPDFT_INSTALL			
TAISMGR.GJBPVAL_INSTALL			
TAISMGR.GOBFEOB_INSTALL			
TAISMGR.GUBBFKY_INSTALL			
TAISMGR.GUBBHLP_INSTALL			
TAISMGR.GUBOBJS_INSTALL			
TAISMGR.GURAOBJ_INSTALL			
TAISMGR.GURBFKY_INSTALL			
TAISMGR.GURDMOD_INSTALL			
TAISMGR.GURMENU_INSTALL			
TAISMGR.GUROPTM_INSTALL			
TAISMGR.JXR_TBRAPPH			
TAISMGR.JXR_TBRAPPL			
TAISMGR.OLD_STATS			
TAISMGR.STATS_BACKUP			
TAISMGR.TBBABDS			
TAISMGR.TBBACCT	TAISMGR.TBBACCT	Sasi	mi_cu_bnr_taismgr_ta_ti
TAISMGR.TBBCCLR		Sasi	
TAISMGR.TBBCCTX		Sasi	
TAISMGR.TBBCONT	TAISMGR.TBBCONT	Sasi	mi_cu_bnr_taismgr_ta_ti
TAISMGR.TBBCPRF	TAISMGR.TBBCPRF	Sasi	mi_cu_bnr_taismgr_ta_ti
TAISMGR.TBBCSHR		Sasi	
TAISMGR.TBBCSTT		Sasi	
TAISMGR.TBBCSTU	TAISMGR.TBBCSTU	Sasi	mi_cu_bnr_taismgr_ta_ti
TAISMGR.TBBCTRL	TAISMGR.TBBCTRL	Sasi	mi_cu_bnr_taismgr_ta_ti
TAISMGR.TBBDEPC		Sasi	
TAISMGR.TBBDEPX		Sasi	
TAISMGR.TBBDETC	TAISMGR.TBBDETC	Sasi	mi_cu_bnr_taismgr_ta_ti
TAISMGR.TBBEABD		Sasi	
TAISMGR.TBBEACT	TAISMGR.TBBEACT	Sasi	mi_cu_bnr_taismgr_ta_ti
TAISMGR.TBBESTU		Sasi	
TAISMGR.TBBETBD	TAISMGR.TBBETBD	Sasi	mi_cu_bnr_taismgr_ta_ti
TAISMGR.TBBEXPT		Sasi	
TAISMGR.TBBIAAC		Sasi	
TAISMGR.TBBIPLN		Sasi	
TAISMGR.TBBISTC		Sasi	
TAISMGR.TBBMISC		Sasi	
TAISMGR.TBBPIDM		Sasi	
TAISMGR.TBBPIDM_BKUP_09132012		Sasi	
TAISMGR.TBBRETC		Sasi	
TAISMGR.TBBRQST		Sasi	
TAISMGR.TBBSBRL		Sasi	
TAISMGR.TBBSTMT	TAISMGR.TBBSTMT	Sasi	mi_cu_bnr_taismgr_ta_ti
TAISMGR.TBBTBDS	TAISMGR.TBBTBDS	Sasi	mi_cu_bnr_taismgr_ta_ti
TAISMGR.TBBTERM		Sasi	
TAISMGR.TBBTPRL		Sasi	
TAISMGR.TBBUPRF		Sasi	
TAISMGR.TBBWPYH		Sasi	
TAISMGR.TBRACCD	TAISMGR.TBRACCD	Sasi	mi_cu_bnr_taismgr_ta_ti
TAISMGR.TBRACCD_CRQ3849		Sasi	
TAISMGR.TBRACCT		Sasi	
TAISMGR.TBRACDT	TAISMGR.TBRACDT	Sasi	mi_cu_bnr_taismgr_ta_ti
TAISMGR.TBRACHG		Sasi	
TAISMGR.TBRAPPH		Sasi	
TAISMGR.TBRAPPL	TAISMGR.TBRAPPL	Sasi	mi_cu_bnr_taismgr_ta_ti
TAISMGR.TBRCACC		Sasi	
TAISMGR.TBRCASN		Sasi	
TAISMGR.TBRCBRQ		Sasi	
TAISMGR.TBRCCAT		Sasi	
TAISMGR.TBRCCHG		Sasi	
TAISMGR.TBRCCRC		Sasi	
TAISMGR.TBRCCSI		Sasi	
TAISMGR.TBRCDET		Sasi	
TAISMGR.TBRCDSI		Sasi	
TAISMGR.TBRCHLD		Sasi	
TAISMGR.TBRCISP		Sasi	
TAISMGR.TBRCLCT		Sasi	
TAISMGR.TBRCMIS		Sasi	
TAISMGR.TBRCMNT	TAISMGR.TBRCMNT	Sasi	mi_cu_bnr_taismgr_ta_ti
TAISMGR.TBRCOLC	TAISMGR.TBRCOLC	Sasi	mi_cu_bnr_taismgr_ta_ti
TAISMGR.TBRCOLR		Sasi	
TAISMGR.TBRCPDT		Sasi	
TAISMGR.TBRCRCP		Sasi	
TAISMGR.TBRCREQ		Sasi	
TAISMGR.TBRCSUM		Sasi	
TAISMGR.TBRCTEX		Sasi	
TAISMGR.TBRDCHG		Sasi	
TAISMGR.TBRDEPO	TAISMGR.TBRDEPO	Sasi	mi_cu_bnr_taismgr_ta_ti
TAISMGR.TBREACC		Sasi	
TAISMGR.TBREACD		Sasi	
TAISMGR.TBRECAT		Sasi	
TAISMGR.TBRECHG		Sasi	
TAISMGR.TBRECSI		Sasi	
TAISMGR.TBREDET		Sasi	
TAISMGR.TBREDSI		Sasi	
TAISMGR.TBREREQ		Sasi	
TAISMGR.TBRIACL		Sasi	
TAISMGR.TBRIACM		Sasi	
TAISMGR.TBRIADG		Sasi	
TAISMGR.TBRIALV		Sasi	
TAISMGR.TBRIAMJ		Sasi	
TAISMGR.TBRIART		Sasi	
TAISMGR.TBRICBA		Sasi	
TAISMGR.TBRICHG		Sasi	
TAISMGR.TBRIDCT		Sasi	
TAISMGR.TBRIDET		Sasi	
TAISMGR.TBRIDTX		Sasi	
TAISMGR.TBRISTL	TAISMGR.TBRISTL	Sasi	mi_cu_bnr_taismgr_ta_ti
TAISMGR.TBRISTP		Sasi	
TAISMGR.TBRLBOX		Sasi	
TAISMGR.TBRLCHG		Sasi	
TAISMGR.TBRMEMO	TAISMGR.TBRMEMO	Sasi	mi_cu_bnr_taismgr_ta_ti
TAISMGR.TBRMESG		Sasi	
TAISMGR.TBRMISD	TAISMGR.TBRMISD	Sasi	mi_cu_bnr_taismgr_ta_ti
TAISMGR.TBRNCHG		Sasi	
TAISMGR.TBRPYTR		Sasi	
TAISMGR.TBRRRAS		Sasi	
TAISMGR.TBRSBEP		Sasi	
TAISMGR.TBRSBMS		Sasi	
TAISMGR.TBRSBRL		Sasi	
TAISMGR.TBRTCHG		Sasi	
TAISMGR.TBRUPRF		Sasi	
TAISMGR.TBRWPYD		Sasi	
TAISMGR.TBRWPYM		Sasi	
TAISMGR.TBTDTLC		Sasi	
TAISMGR.TBTFADB		Sasi	
TAISMGR.TGRCLR2		Sasi	
TAISMGR.TGRCLR3		Sasi	
TAISMGR.TGRCOLR		Sasi	
TAISMGR.TOTACCT		Sasi	
TAISMGR.TOTFUND		Sasi	
TAISMGR.TOTORGN		Sasi	
TAISMGR.TOTPROG		Sasi	
TAISMGR.TOTWARE		Sasi	
TAISMGR.TPRRHLD		Sasi	
TAISMGR.TRRACCD		Sasi	
TAISMGR.TRRACHG		Sasi	
TAISMGR.TRRAGTC		Sasi	
TAISMGR.TRRAPPL		Sasi	
TAISMGR.TRRCOLL		Sasi	
TAISMGR.TRRGCHG		Sasi	
TAISMGR.TRVCOLL		Sasi	
TAISMGR.TSRCTPB		Sasi	
TAISMGR.TSRTERM		Sasi	
TAISMGR.TSRTGID		Sasi	
TAISMGR.TTB1098		Sasi	
TAISMGR.TTBIRSC		Sasi	
TAISMGR.TTBPROC		Sasi	
TAISMGR.TTBTAXN		Sasi	
TAISMGR.TTBTSPC		Sasi	
TAISMGR.TTBTXRN		Sasi	
TAISMGR.TTBXSMC		Sasi	
TAISMGR.TTRDTLC		Sasi	
TAISMGR.TTRTAXR		Sasi	
TAISMGR.TTRTAXT		Sasi	
TAISMGR.TTRTXCD		Sasi	
TAISMGR.TTRTXEX		Sasi	
TAISMGR.TTRTXPR		Sasi	
TAISMGR.TTTTAXC		Sasi	
TAISMGR.TTVABDS		Sasi	
TAISMGR.TTVAIDY		Sasi	
TAISMGR.TTVBILL		Sasi	
TAISMGR.TTVCCRD		Sasi	
TAISMGR.TTVCMNT		Sasi	
TAISMGR.TTVDCAT	TAISMGR.TTVDCAT	Sasi	mi_cu_bnr_taismgr_ts_tz
TAISMGR.TTVDELI	TAISMGR.TTVDELI	Sasi	mi_cu_bnr_taismgr_ts_tz
TAISMGR.TTVDTYP		Sasi	
TAISMGR.TTVECAT	TAISMGR.TTVECAT	Sasi	mi_cu_bnr_taismgr_ts_tz
TAISMGR.TTVPAYT		Sasi	
TAISMGR.TTVPTYP		Sasi	
TAISMGR.TTVREPT		Sasi	
TAISMGR.TTVRHLD		Sasi	
TAISMGR.TTVSBRC		Sasi	
TAISMGR.TTVSRCE	TAISMGR.TTVSRCE	Sasi	mi_cu_bnr_taismgr_ts_tz
TAISMGR.TTVTAXT		Sasi	
TAISMGR.TTVTBDS		Sasi	
TAISMGR.TTVTEXT		Sasi	
TAISMGR.TTVTPRC		Sasi	
TAISMGR.TURVERS		Sasi	
TAISMGR.TVRAUTH	TAISMGR.TVRAUTH	Sasi	mi_cu_bnr_taismgr_ts_tz
TAISMGR.TVRCREQ			
TAISMGR.TVVAUTH			
TAISMGR.TZRACCT			
TAISMGR.TZVACCT			
TAISMGR.TZVATRN			
WFBANNER.OLD_STATS			
WFBANNER.WFCTCIDT			
WFBANNER.WFCTCSSO			
WFBANNER.WFITWIPA			
WFBANNER.WFITWIQU			
WFBANNER.WFITWLOG			
WFOBJECTS.OLD_STATS			
WFOBJECTS.SACRPT2			
WFOBJECTS.SACRPT8			
WFOBJECTS.SZRFMRA			
WFOBJECTS.TEMPTBL			
WFOBJECTS.TZPSASD			
WFOBJECTS.TZRDCOM			
WFOBJECTS.TZRDELQ			
WFOBJECTS.TZRECAS			
WFOBJECTS.TZRECBD			
WFOBJECTS.TZRECPA			
WFOBJECTS.TZRICCA			
WFOBJECTS.TZRICRA			
WFOBJECTS.TZRICRB			
WFOBJECTS.TZRICSA			
WFOBJECTS.TZRWERR			
WTAILOR.EXCEPTIONS			
WTAILOR.GUBBFKY_INSTALL			
WTAILOR.GURBFKY_INSTALL			
WTAILOR.OLD_STATS			
WTAILOR.TWGBFRAM			
WTAILOR.TWGBGLUI			
WTAILOR.TWGBIMAG			
WTAILOR.TWGBLDAP			
WTAILOR.TWGBOVRR			
WTAILOR.TWGBPARM			
WTAILOR.TWGBRETC			
WTAILOR.TWGBTLBR			
WTAILOR.TWGBWMNU			
WTAILOR.TWGBWMNU_CONVERT			
WTAILOR.TWGBWRUL			
WTAILOR.TWGBWSES			
WTAILOR.TWGRACES			
WTAILOR.TWGRALGN			
WTAILOR.TWGRCHNL			
WTAILOR.TWGRCMAP			
WTAILOR.TWGRFRRL			
WTAILOR.TWGRINFO			
WTAILOR.TWGRINFO_CONVERT			
WTAILOR.TWGRMENU			
WTAILOR.TWGRMENU_CONVERT			
WTAILOR.TWGRRETC			
WTAILOR.TWGRROLE			
WTAILOR.TWGRROLE_BACKUP			
WTAILOR.TWGRROLE_BACKUP2			
WTAILOR.TWGRTLBR			
WTAILOR.TWGRUPRF			
WTAILOR.TWGRVERS			
WTAILOR.TWGRWMRL			
WTAILOR.TWGRWMRL_CONVERT			
WTAILOR.TWGRWMRL_ROLES			
WTAILOR.TWGRWPRM			
WTAILOR.TWTVMODU			
WTAILOR.TWTVROLE			
XXDVDBA.APP_CONFIG_DBA_BKUP_11142016			
XXDVDBA.GENERAL_GORRSQL_BKUP			
XXDVDBA.GENERAL_GTVSQRU			
XXDVDBA.GZTOFFB			
XXDVDBA.GZTOLOG			
XXDVDBA.GZWFONB			
XXDVDBA.LNCHPAR_DBA_BKUP_11142016			
XXDVDBA.TOAD_PLAN_TABLE			
XXDVDBA.TWGBPARM_DBA_BKUP_11142016			
XXDVDBA.XXDV_BNR_USER_DESCRIPTION			
XXDVDBA.XXDV_ORCL_USER_DESCRIPTION			
